,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
2424,Conan the Destroyer ,1984,PG,"$18,000,000.00","$26,400,000.00",Richard Fleischer,5.8
2425,Raging Bull ,1980,R,"$18,000,000.00","$45,250.00",Martin Scorsese,8.3
2426,Love Happens ,2009,PG-13,"$18,000,000.00","$22,927,390.00",Brandon Camp,5.6
2427,Young Sherlock Holmes ,1985,PG-13,"$18,000,000.00","$4,250,320.00",Barry Levinson,6.8
2428,Fame ,2009,PG,"$18,000,000.00","$22,452,209.00",Kevin Tancharoen,5.0
2429,127 Hours ,2010,R,"$18,000,000.00","$18,329,466.00",Danny Boyle,7.6
2430,Small Time Crooks ,2000,PG,"$18,000,000.00","$17,071,230.00",Woody Allen,6.7
2431,Center Stage ,2000,PG-13,"$18,000,000.00","$17,174,870.00",Nicholas Hytner,6.7
2432,Love the Coopers ,2015,PG-13,"$17,000,000.00","$26,284,475.00",Jessie Nelson,5.7
2433,Catch That Kid ,2004,PG,"$18,000,000.00","$16,702,864.00",Bart Freundlich,5.2
2434,Life as a House ,2001,R,"$18,000,000.00","$15,561,627.00",Irwin Winkler,7.5
2437,Youth in Revolt ,2009,R,"$18,000,000.00","$15,281,286.00",Miguel Arteta,6.5
2438,The Legend of the Lone Ranger ,1981,PG,"$18,000,000.00","$8,000,000.00",William A. Fraker,5.0
2439,The Tailor of Panama ,2001,R,"$18,000,000.00","$13,491,653.00",John Boorman,6.1
2441,Getaway ,2013,PG-13,"$18,000,000.00","$10,494,494.00",Courtney Solomon,4.4
2442,The Ice Storm ,1997,R,"$18,000,000.00","$7,837,632.00",Ang Lee,7.5
2443,And So It Goes ,2014,PG-13,"$18,000,000.00","$15,155,772.00",Rob Reiner,5.7
2444,Troop Beverly Hills ,1989,PG,"$18,000,000.00","$8,508,843.00",Jeff Kanew,5.5
2446,9½ Weeks ,1986,R,"$17,000,000.00","$6,734,844.00",Adrian Lyne,5.9
2447,Dragonslayer ,1981,PG,"$18,000,000.00","$6,000,000.00",Matthew Robbins,6.7
2449,Ed Wood ,1994,R,"$18,000,000.00","$5,887,457.00",Tim Burton,7.9
2450,Labor Day ,2013,PG-13,"$18,000,000.00","$13,362,308.00",Jason Reitman,6.9
2453,Megaforce ,1982,PG,"$20,000,000.00","$5,333,658.00",Hal Needham,3.5
2457,Anything Else ,2003,R,"$18,000,000.00","$3,203,044.00",Woody Allen,6.4
2462,The Wraith ,1986,R,"$2,700,000.00","$3,500,000.00",Mike Marvin,5.9
2463,The Salton Sea ,2002,R,"$18,000,000.00","$676,698.00",D.J. Caruso,7.2
2475,Superbad ,2007,R,"$20,000,000.00","$121,463,226.00",Greg Mottola,7.6
2478,Step Up 2: The Streets ,2008,PG-13,"$23,000,000.00","$58,006,147.00",Jon M. Chu,6.2
2479,Hoodwinked! ,2005,PG,"$17,500,000.00","$51,053,787.00",Cory Edwards,6.5
2482,Black Nativity ,2013,PG,"$17,500,000.00","$7,017,178.00",Kasi Lemmons,4.4
2484,City of Ghosts ,2002,R,"$17,500,000.00","$325,491.00",Matt Dillon,6.0
2485,The Others ,2001,PG-13,"$17,000,000.00","$96,471,845.00",Alejandro Amenábar,7.6
2486,Aliens ,1986,R,"$18,500,000.00","$85,200,000.00",James Cameron,8.4
2487,My Fair Lady ,1964,Approved,"$17,000,000.00","$72,000,000.00",George Cukor,7.9
2488,I Know What You Did Last Summer ,1997,R,"$17,000,000.00","$72,219,395.00",Jim Gillespie,5.6
2489,Let's Be Cops ,2014,R,"$17,000,000.00","$82,389,560.00",Luke Greenfield,6.5
2490,Sideways ,2004,R,"$12,000,000.00","$71,502,303.00",Alexander Payne,7.5
2491,Beerfest ,2006,R,"$17,500,000.00","$19,179,969.00",Jay Chandrasekhar,6.3
2492,Halloween ,1978,R,"$300,000.00","$47,000,000.00",John Carpenter,7.9
2494,Good Boy! ,2003,PG,"$17,000,000.00","$37,566,230.00",John Hoffman,5.1
2495,The Best Man Holiday ,2013,R,"$17,000,000.00","$70,492,685.00",Malcolm D. Lee,6.7
2498,40 Days and 40 Nights ,2002,R,"$17,000,000.00","$37,939,782.00",Michael Lehmann,5.6
2499,TRON: Legacy ,2010,PG,"$170,000,000.00","$172,051,787.00",Joseph Kosinski,6.8
2500,A Night at the Roxbury ,1998,PG-13,"$17,000,000.00","$30,324,946.00",John Fortenberry,6.2
2501,Beastly ,2011,PG-13,"$17,000,000.00","$27,854,896.00",Daniel Barnz,5.6
2502,The Hills Have Eyes ,2006,R,"$15,000,000.00","$41,777,564.00",Alexandre Aja,6.4
2503,Dickie Roberts: Former Child Star ,2003,PG-13,"$17,000,000.00","$22,734,486.00",Sam Weisman,5.6
2504,"McFarland, USA ",2015,PG,"$17,000,000.00","$44,469,602.00",Niki Caro,7.4
2507,Pitch Perfect ,2012,PG-13,"$17,000,000.00","$64,998,368.00",Jason Moore,7.2
2508,Summer Catch ,2001,PG-13,"$34,000,000.00","$19,693,891.00",Michael Tollin,4.9
2510,They ,2002,PG-13,"$17,000,000.00","$12,693,621.00",Robert Harmon,4.8
2511,Larry the Cable Guy: Health Inspector ,2006,PG-13,"$4,000,000.00","$15,655,665.00",Trent Cooper,3.1
2512,The Adventures of Elmo in Grouchland ,1999,G,"$17,000,000.00","$11,634,458.00",Gary Halvorson,5.8
2513,Brooklyn's Finest ,2009,R,"$17,000,000.00","$27,154,426.00",Antoine Fuqua,6.7
2515,Evil Dead ,2013,R,"$17,000,000.00","$54,239,856.00",Fede Alvarez,6.5
2516,My Life in Ruins ,2009,PG-13,"$17,000,000.00","$8,662,318.00",Donald Petrie,5.9
2517,American Dreamz ,2006,PG-13,"$19,000,000.00","$7,156,725.00",Paul Weitz,5.5
2523,The Illusionist ,2006,PG-13,"$16,000,000.00","$39,825,798.00",Neil Burger,7.6
2524,Roar ,1981,PG,"$17,000,000.00","$2,000,000.00",Noel Marshall,6.4
2530,The Apparition ,2012,PG-13,"$17,000,000.00","$4,930,798.00",Todd Lincoln,4.1
2531,My Girl ,1991,PG-13,"$16,500,000.00","$59,847,242.00",Howard Zieff,6.8
2532,Fur: An Imaginary Portrait of Diane Arbus ,2006,R,"$16,800,000.00","$220,914.00",Steven Shainberg,6.5
2533,The Illusionist ,2006,PG-13,"$16,000,000.00","$39,825,798.00",Neil Burger,7.6
2534,Wall Street ,1987,R,"$15,000,000.00","$43,848,100.00",Oliver Stone,7.4
2535,Sense and Sensibility ,1995,PG,"$16,500,000.00","$42,700,000.00",Ang Lee,7.7
2537,Sydney White ,2007,PG-13,"$16,500,000.00","$11,702,090.00",Joe Nussbaum,6.3
2538,House of Sand and Fog ,2003,R,"$15,000,000.00","$13,005,485.00",Vadim Perelman,7.6
2539,Dead Poets Society ,1989,PG,"$16,400,000.00","$95,860,116.00",Peter Weir,8.0
2540,Dumb & Dumber ,1994,PG-13,"$16,000,000.00","$127,175,354.00",Peter Farrelly,7.3
2541,When Harry Met Sally... ,1989,R,"$16,000,000.00","$92,823,600.00",Rob Reiner,7.6
2542,The Verdict ,1982,R,"$16,000,000.00","$54,000,000.00",Sidney Lumet,7.8
2543,Road Trip ,2000,R,"$15,600,000.00","$68,525,609.00",Todd Phillips,6.5
2544,Varsity Blues ,1999,R,"$16,000,000.00","$52,885,587.00",Brian Robbins,6.4
2546,The Unborn ,2009,PG-13,"$16,000,000.00","$42,638,165.00",David S. Goyer,4.8
2547,Moonrise Kingdom ,2012,PG-13,"$16,000,000.00","$45,507,053.00",Wes Anderson,7.8
2548,The Texas Chainsaw Massacre: The Beginning ,2006,R,"$16,000,000.00","$39,511,038.00",Jonathan Liebesman,5.9
2549,The Young Messiah ,2016,PG-13,"$18,500,000.00","$6,462,576.00",Cyrus Nowrasteh,5.4
2550,The Master of Disguise ,2002,PG,"$16,000,000.00","$40,363,530.00",Perry Andelin Blake,3.3
2553,See Spot Run ,2001,PG,"$35,000,000.00","$33,357,476.00",John Whitesell,5.4
2554,Baby Boy ,2001,R,"$16,000,000.00","$28,734,552.00",John Singleton,6.4
2555,The Roommate ,2011,PG-13,"$16,000,000.00","$37,300,107.00",Christian E. Christiansen,4.8
2556,Joe Dirt ,2001,PG-13,"$17,700,000.00","$27,087,695.00",Dennie Gordon,5.9
2557,Double Impact ,1991,R,"$15,000,000.00","$30,102,717.00",Sheldon Lettich,5.5
2559,The Women ,2008,PG-13,"$16,500,000.00","$26,896,744.00",Diane English,4.9
2562,Bad Moms ,2016,R,"$20,000,000.00","$55,461,307.00",Jon Lucas,6.7
2563,Boys and Girls ,2000,PG-13,"$16,000,000.00","$20,627,372.00",Robert Iscove,5.3
2564,White Oleander ,2002,PG-13,"$16,000,000.00","$16,346,122.00",Peter Kosminsky,7.2
2565,Jennifer's Body ,2009,R,"$16,000,000.00","$16,204,793.00",Karyn Kusama,5.1
2566,Drowning Mona ,2000,PG-13,"$16,000,000.00","$15,427,192.00",Nick Gomez,5.6
2567,Radio Days ,1987,PG,"$16,000,000.00","$14,792,779.00",Woody Allen,7.6
2568,Left Behind ,2014,PG-13,"$16,000,000.00","$13,998,282.00",Vic Armstrong,3.1
2569,Remember Me ,2010,PG-13,"$16,000,000.00","$19,057,024.00",Allen Coulter,7.2
2570,How to Deal ,2003,PG-13,"$16,000,000.00","$14,108,518.00",Clare Kilner,5.7
2571,My Stepmother Is an Alien ,1988,PG-13,"$20,000,000.00","$13,854,000.00",Richard Benjamin,5.2
2572,Philadelphia ,1993,PG-13,"$26,000,000.00","$77,324,422.00",Jonathan Demme,7.7
2576,Duets ,2000,R,"$15,000,000.00","$4,734,235.00",Bruce Paltrow,6.0
2577,Hollywood Ending ,2002,PG-13,"$16,000,000.00","$4,839,383.00",Woody Allen,6.6
2578,Detroit Rock City ,1999,R,"$15,000,000.00","$4,193,025.00",Adam Rifkin,6.8
2580,Things We Lost in the Fire ,2007,R,"$16,000,000.00","$2,849,142.00",Susanne Bier,7.2
2581,Steel ,1997,PG-13,"$16,000,000.00","$1,686,429.00",Kenneth Johnson,2.8
2582,The Immigrant ,2013,R,"$16,000,000.00","$1,984,743.00",James Gray,6.6
2585,Soul Plane ,2004,R,"$16,000,000.00","$13,922,211.00",Jessy Terrero,4.4
2589,Vamps ,2012,PG-13,"$16,000,000.00","$2,964.00",Amy Heckerling,5.1
2592,The Homesman ,2014,R,"$16,000,000.00","$2,428,883.00",Tommy Lee Jones,6.6
2593,Juwanna Mann ,2002,PG-13,"$15,600,000.00","$13,571,817.00",Jesse Vaughan,4.5
2597,Slow Burn ,2005,R,"$15,500,000.00","$1,181,197.00",Wayne Beach,5.9
2600,Beverly Hills Cop ,1984,R,"$14,000,000.00","$234,760,500.00",Martin Brest,7.3
2601,Home Alone ,1990,PG,"$18,000,000.00","$285,761,243.00",Chris Columbus,7.5
2602,3 Men and a Baby ,1987,PG,"$11,000,000.00","$167,780,960.00",Leonard Nimoy,5.9
2603,Tootsie ,1982,PG,"$22,000,000.00","$177,200,000.00",Sydney Pollack,7.4
2604,Top Gun ,1986,PG,"$15,000,000.00","$176,781,728.00",Tony Scott,6.9
2606,American Beauty ,1999,R,"$15,000,000.00","$130,058,047.00",Sam Mendes,8.4
2608,Twins ,1988,PG,"$15,000,000.00","$111,936,400.00",Ivan Reitman,6.0
2610,The Yellow Handkerchief ,2008,PG-13,"$15,500,000.00","$317,040.00",Udayan Prasad,6.8
2611,The Color Purple ,1985,PG-13,"$15,000,000.00","$94,175,854.00",Steven Spielberg,7.8
2615,Private Benjamin ,1980,R,"$10,000,000.00","$69,800,000.00",Howard Zieff,6.1
2617,Diary of a Wimpy Kid ,2010,PG,"$15,000,000.00","$64,001,297.00",Thor Freudenthal,6.2
2619,Halloween ,1978,R,"$300,000.00","$47,000,000.00",John Carpenter,7.9
2620,National Lampoon's Vacation ,1983,R,"$15,000,000.00","$61,400,000.00",Harold Ramis,7.4
2621,Bad Grandpa ,2013,R,"$15,000,000.00","$101,978,840.00",Jeff Tremaine,6.6
2623,Beetlejuice ,1988,PG,"$15,000,000.00","$73,326,666.00",Tim Burton,7.5
2624,Why Did I Get Married? ,2007,PG-13,"$15,000,000.00","$55,184,721.00",Tyler Perry,5.6
2625,Little Women ,1994,PG,"$15,000,000.00","$50,003,300.00",Gillian Armstrong,7.3
2627,When a Stranger Calls ,2006,PG-13,"$15,000,000.00","$47,860,214.00",Simon West,5.0
2628,Big Fat Liar ,2002,PG,"$15,000,000.00","$47,811,275.00",Shawn Levy,5.4
2630,Wag the Dog ,1997,R,"$15,000,000.00","$43,022,524.00",Barry Levinson,7.1
2631,The Lizzie McGuire Movie ,2003,PG,"$17,000,000.00","$42,672,630.00",Jim Fall,5.3
2632,Snitch ,2013,PG-13,"$15,000,000.00","$42,919,096.00",Ric Roman Waugh,6.5
2633,Krampus ,2015,PG-13,"$15,000,000.00","$42,592,530.00",Michael Dougherty,6.2
2634,The Faculty ,1998,R,"$15,000,000.00","$40,064,955.00",Robert Rodriguez,6.4
2636,Cop Land ,1997,R,"$10,000,000.00","$44,886,089.00",James Mangold,6.9
2637,Not Another Teen Movie ,2001,R,"$16,000,000.00","$37,882,551.00",Joel Gallen,5.7
2638,End of Watch ,2012,R,"$7,000,000.00","$40,983,001.00",David Ayer,7.7
2639,Aloha ,2015,PG-13,"$37,000,000.00","$20,991,497.00",Cameron Crowe,5.4
2640,The Skulls ,2000,PG-13,"$15,000,000.00","$35,007,180.00",Rob Cohen,5.6
2642,Malibu's Most Wanted ,2003,PG-13,"$16,000,000.00","$34,308,901.00",John Whitesell,5.1
2643,Where the Heart Is ,2000,PG-13,"$15,000,000.00","$33,771,174.00",Matt Williams,6.8
2645,Halloween II ,2009,R,"$15,000,000.00","$33,386,128.00",Rob Zombie,4.9
2646,Wild ,2014,R,"$15,000,000.00","$37,877,959.00",Jean-Marc Vallée,7.1
2647,The Last House on the Left ,2009,R,"$15,000,000.00","$32,721,635.00",Dennis Iliadis,6.6
2648,The Wedding Date ,2005,PG-13,"$15,000,000.00","$31,585,300.00",Clare Kilner,6.1
2649,Halloween: Resurrection ,2002,R,"$15,000,000.00","$30,259,652.00",Rick Rosenthal,4.1
2650,Clash of the Titans ,2010,PG-13,"$125,000,000.00","$163,192,114.00",Louis Leterrier,5.8
2651,The Princess Bride ,1987,PG,"$16,000,000.00","$30,857,814.00",Rob Reiner,8.1
2652,The Great Debaters ,2007,PG-13,"$15,000,000.00","$30,226,144.00",Denzel Washington,7.6
2653,Drive ,2011,R,"$15,000,000.00","$35,054,909.00",Nicolas Winding Refn,7.8
2655,The Object of My Affection ,1998,R,"$15,000,000.00","$29,106,737.00",Nicholas Hytner,6.0
2657,When the Game Stands Tall ,2014,PG,"$15,000,000.00","$30,127,963.00",Thomas Carter,6.7
2658,Because of Winn-Dixie ,2005,PG,"$14,000,000.00","$32,645,546.00",Wayne Wang,6.4
2659,Love & Basketball ,2000,PG-13,"$15,000,000.00","$27,441,122.00",Gina Prince-Bythewood,7.2
2660,Grosse Pointe Blank ,1997,R,"$15,000,000.00","$28,014,536.00",George Armitage,7.4
2661,All About Steve ,2009,PG-13,"$15,000,000.00","$33,860,010.00",Phil Traill,4.8
2662,Book of Shadows: Blair Witch 2 ,2000,R,"$15,000,000.00","$26,421,314.00",Joe Berlinger,4.0
2663,The Craft ,1996,R,"$15,000,000.00","$24,881,000.00",Andrew Fleming,6.2
2665,Ramona and Beezus ,2010,G,"$15,000,000.00","$26,161,406.00",Elizabeth Allen Rosenbaum,6.7
2667,Boogie Nights ,1997,R,"$15,000,000.00","$26,384,919.00",Paul Thomas Anderson,7.9
2668,Nowhere to Run ,1993,R,"$15,000,000.00","$22,189,039.00",Robert Harmon,5.5
2669,Flicka ,2006,PG,"$15,000,000.00","$20,998,709.00",Michael Mayer,6.2
2670,The Hills Have Eyes II ,2007,R,"$15,000,000.00","$20,801,344.00",Martin Weisz,5.1
2671,Urban Legends: Final Cut ,2000,R,"$14,000,000.00","$21,468,807.00",John Ottman,4.1
2672,Tuck Everlasting ,2002,PG,"$15,000,000.00","$19,158,074.00",Jay Russell,6.7
2673,The Marine ,2006,PG-13,"$20,000,000.00","$18,843,314.00",John Bonito,4.7
2674,Keanu ,2016,R,"$15,000,000.00","$20,566,327.00",Peter Atencio,6.4
2677,The Place Beyond the Pines ,2012,R,"$15,000,000.00","$21,383,298.00",Derek Cianfrance,7.3
2678,The November Man ,2014,R,"$15,000,000.00","$24,984,868.00",Roger Donaldson,6.3
2680,The Hurt Locker ,2008,R,"$15,000,000.00","$15,700,000.00",Kathryn Bigelow,7.6
2681,Firestarter ,1984,R,"$15,000,000.00","$15,100,000.00",Mark L. Lester,6.0
2682,Killing Them Softly ,2012,R,"$15,000,000.00","$14,938,570.00",Andrew Dominik,6.2
2684,Freddy Got Fingered ,2001,R,"$15,000,000.00","$14,249,005.00",Tom Green,4.5
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,G,"$15,000,000.00","$12,701,880.00",Mike Nawrocki,5.7
2687,Highlander: Endgame ,2000,R,"$15,000,000.00","$12,801,190.00",Douglas Aarniokoski,4.6
2688,Idlewild ,2006,R,"$15,000,000.00","$12,549,485.00",Bryan Barber,6.2
2689,One Day ,2011,PG-13,"$15,000,000.00","$13,766,014.00",Lone Scherfig,7.0
2690,Whip It ,2009,PG-13,"$15,000,000.00","$13,034,417.00",Drew Barrymore,6.9
2692,Confidence ,2003,R,"$15,000,000.00","$12,212,417.00",James Foley,6.7
2693,The Muse ,1999,PG-13,"$15,000,000.00","$11,614,236.00",Albert Brooks,5.6
2694,De-Lovely ,2004,PG-13,"$20,000,000.00","$13,337,299.00",Irwin Winkler,6.6
2695,New York Stories ,1989,PG,"$15,000,000.00","$10,763,469.00",Woody Allen,6.4
2697,The Man with the Iron Fists ,2012,R,"$15,000,000.00","$15,608,545.00",RZA,5.4
2698,Home Fries ,1998,PG-13,"$15,000,000.00","$10,443,316.00",Dean Parisot,5.0
2699,Here on Earth ,2000,PG-13,"$15,000,000.00","$10,494,147.00",Mark Piznarski,5.1
2701,Raise Your Voice ,2004,PG,"$15,000,000.00","$10,411,980.00",Sean McNamara,5.9
2703,The Big Lebowski ,1998,R,"$15,000,000.00","$17,439,163.00",Joel Coen,8.2
2704,Black Snake Moan ,2006,R,"$15,000,000.00","$9,396,487.00",Craig Brewer,7.0
2705,Dark Blue ,2002,R,"$15,000,000.00","$9,059,588.00",Ron Shelton,6.6
2706,A Mighty Heart ,2007,R,"$16,000,000.00","$9,172,810.00",Michael Winterbottom,6.7
2707,Whatever It Takes ,2000,PG-13,"$15,000,000.00","$8,735,529.00",David Raynr,5.5
2708,Boat Trip ,2002,R,"$20,000,000.00","$8,586,376.00",Mort Nathan,4.9
2711,Hoot ,2006,PG,"$15,000,000.00","$8,080,116.00",Wil Shriner,5.6
2713,Peeples ,2013,PG-13,"$15,000,000.00","$9,123,834.00",Tina Gordon Chism,5.3
2714,The Rocker ,2008,PG-13,"$15,000,000.00","$6,409,206.00",Peter Cattaneo,6.2
2715,Post Grad ,2009,PG-13,"$15,000,000.00","$6,373,693.00",Vicky Jenson,5.3
2716,Promised Land ,2012,R,"$15,000,000.00","$7,556,708.00",Gus Van Sant,6.6
2717,Whatever Works ,2009,PG-13,"$15,000,000.00","$5,306,447.00",Woody Allen,7.2
2718,The In Crowd ,2000,PG-13,"$15,000,000.00","$5,217,498.00",Mary Lambert,4.6
2721,Kiss Kiss Bang Bang ,2005,R,"$15,000,000.00","$4,235,837.00",Shane Black,7.6
2722,Idle Hands ,1999,R,"$20,000,000.00","$4,002,955.00",Rodman Flender,6.2
2725,You Will Meet a Tall Dark Stranger ,2010,R,"$22,000,000.00","$3,247,816.00",Woody Allen,6.3
2729,The Clan of the Cave Bear ,1986,R,"$15,000,000.00","$1,953,732.00",Michael Chapman,5.3
2730,Crazy in Alabama ,1999,PG-13,"$15,000,000.00","$1,954,202.00",Antonio Banderas,6.3
2731,Funny Games ,2007,R,"$15,000,000.00","$1,294,640.00",Michael Haneke,6.5
2736,Things to Do in Denver When You're Dead ,1995,R,"$7,000,000.00","$529,766.00",Gary Fleder,6.8
2743,The Midnight Meat Train ,2008,R,"$15,000,000.00","$73,548.00",Ryûhei Kitamura,6.1
2745,The Son of No One ,2011,R,"$15,000,000.00","$28,870.00",Dito Montiel,5.1
2747,The Good Night ,2007,R,"$15,000,000.00","$20,380.00",Jake Paltrow,5.9
2755,Groundhog Day ,1993,PG,"$14,600,000.00","$70,906,973.00",Harold Ramis,8.1
2756,Magic Mike XXL ,2015,R,"$14,800,000.00","$66,009,973.00",Gregory Jacobs,5.7
2757,Romeo + Juliet ,1996,PG-13,"$14,500,000.00","$46,338,728.00",Baz Luhrmann,6.8
2760,Unforgiven ,1992,R,"$14,400,000.00","$101,157,447.00",Clint Eastwood,8.3
2763,Fatal Attraction ,1987,R,"$14,000,000.00","$156,645,693.00",Adrian Lyne,6.9
2764,Pretty Woman ,1990,R,"$14,000,000.00","$178,406,268.00",Garry Marshall,6.9
2768,Born on the Fourth of July ,1989,R,"$14,000,000.00","$70,001,698.00",Oliver Stone,7.2
2769,Cool Runnings ,1993,PG,"$15,000,000.00","$68,856,263.00",Jon Turteltaub,6.9
2770,My Bloody Valentine ,2009,R,"$15,000,000.00","$51,527,787.00",Patrick Lussier,5.5
2771,The Possession ,2012,PG-13,"$14,000,000.00","$49,122,319.00",Ole Bornedal,5.9
2773,Stomp the Yard ,2007,PG-13,"$14,000,000.00","$61,356,221.00",Sylvain White,5.2
2776,Urban Legend ,1998,R,"$14,000,000.00","$38,048,637.00",Jamie Blanks,5.5
2777,Dangerous Liaisons ,1988,R,"$14,000,000.00","$34,700,000.00",Stephen Frears,7.7
2779,White Fang ,1991,PG,"$14,000,000.00","$34,793,160.00",Randal Kleiser,6.7
2780,Superstar ,1999,PG-13,"$14,000,000.00","$30,628,981.00",Bruce McCulloch,5.0
2782,Jonah: A VeggieTales Movie ,2002,G,"$14,000,000.00","$25,571,351.00",Mike Nawrocki,6.6
2783,Poetic Justice ,1993,R,"$14,000,000.00","$27,515,786.00",John Singleton,5.9
2784,All About the Benjamins ,2002,R,"$14,000,000.00","$25,482,931.00",Kevin Bray,5.7
2785,Vampire in Brooklyn ,1995,R,"$20,000,000.00","$19,900,000.00",Wes Craven,4.5
2788,My Boss's Daughter ,2003,PG-13,"$14,000,000.00","$15,549,702.00",David Zucker,4.6
2789,A Perfect Getaway ,2009,R,"$14,000,000.00","$15,483,540.00",David Twohy,6.5
2790,Our Family Wedding ,2010,PG-13,"$14,000,000.00","$20,246,959.00",Rick Famuyiwa,4.9
2791,Dead Man on Campus ,1998,R,"$14,000,000.00","$15,062,898.00",Alan Cohn,6.0
2793,Thinner ,1996,R,"$8,500,000.00","$15,171,475.00",Tom Holland,5.7
2795,Crooklyn ,1994,PG-13,"$14,000,000.00","$13,640,000.00",Spike Lee,6.9
2797,Jason X ,2001,R,"$11,000,000.00","$12,610,731.00",James Isaac,4.4
2798,Big Fat Liar ,2002,PG,"$15,000,000.00","$47,811,275.00",Shawn Levy,5.4
2799,Bobby ,2006,R,"$14,000,000.00","$11,204,499.00",Emilio Estevez,7.0
2800,Head Over Heels ,2001,PG-13,"$14,000,000.00","$10,397,365.00",Mark Waters,5.4
2801,Fun Size ,2012,PG-13,"$14,000,000.00","$9,402,410.00",Josh Schwartz,5.4
2803,Little Children ,2006,R,"$26,000,000.00","$5,459,824.00",Todd Field,7.6
2804,Gossip ,2000,R,"$24,000,000.00","$5,108,820.00",Davis Guggenheim,5.9
2805,A Walk on the Moon ,1999,R,"$14,000,000.00","$4,741,987.00",Tony Goldwyn,6.6
2807,Soul Survivors ,2001,PG-13,"$14,000,000.00","$3,100,650.00",Stephen Carpenter,3.9
2815,The Lucky Ones ,2008,R,"$15,000,000.00","$183,088.00",Neil Burger,7.0
2816,Margaret ,2011,R,"$14,000,000.00","$46,495.00",Kenneth Lonergan,6.5
2818,Flipped ,2010,PG,"$14,000,000.00","$1,752,214.00",Rob Reiner,7.7
2819,Brokeback Mountain ,2005,R,"$14,000,000.00","$83,025,853.00",Ang Lee,7.7
2820,Teenage Mutant Ninja Turtles ,2014,PG-13,"$125,000,000.00","$190,871,240.00",Jonathan Liebesman,5.9
2821,Clueless ,1995,PG-13,"$12,000,000.00","$56,631,572.00",Amy Heckerling,6.8
2822,Far from Heaven ,2002,PG-13,"$13,500,000.00","$15,854,988.00",Todd Haynes,7.4
2823,Hot Tub Time Machine 2 ,2015,R,"$14,000,000.00","$12,282,677.00",Steve Pink,5.1
2832,"Good Morning, Vietnam ",1987,R,"$13,000,000.00","$123,922,370.00",Barry Levinson,7.3
2834,Justin Bieber: Never Say Never ,2011,G,"$13,000,000.00","$73,000,942.00",Jon M. Chu,1.6
2835,Black Swan ,2010,R,"$13,000,000.00","$106,952,327.00",Darren Aronofsky,8.0
2836,RoboCop ,2014,PG-13,"$100,000,000.00","$58,607,007.00",José Padilha,6.2
2837,The Godfather: Part II ,1974,R,"$13,000,000.00","$57,300,000.00",Francis Ford Coppola,9.0
2838,Save the Last Dance ,2001,PG-13,"$13,000,000.00","$91,038,276.00",Thomas Carter,6.1
2839,A Nightmare on Elm Street 4: The Dream Master ,1988,R,"$7,000,000.00","$49,369,900.00",Renny Harlin,5.7
2840,Miracles from Heaven ,2016,PG,"$13,000,000.00","$61,693,523.00",Patricia Riggen,6.8
2841,"Dude, Where's My Car? ",2000,PG-13,"$13,000,000.00","$46,729,374.00",Danny Leiner,5.5
2842,Young Guns ,1988,R,"$13,000,000.00","$44,726,644.00",Christopher Cain,6.8
2843,St. Vincent ,2014,PG-13,"$13,000,000.00","$44,134,898.00",Theodore Melfi,7.3
2844,About Last Night ,2014,R,"$12,500,000.00","$48,637,684.00",Steve Pink,6.1
2845,10 Things I Hate About You ,1999,PG-13,"$16,000,000.00","$38,176,108.00",Gil Junger,7.2
2846,The New Guy ,2002,PG-13,"$13,000,000.00","$28,972,187.00",Ed Decter,5.9
